"id","title","description","due_date","course_id","professor_id","created_at","updated_at"
"1","Assignment 1","Et accusamus totam sit doloremque saepe.","2022-02-11","1","5","2022-02-01 00:00:00","2025-04-29 11:38:43"
"2","Assignment 2","Et quos et et officiis voluptatibus commodi occaecati.","2022-03-11","1","5","2022-03-01 00:00:00","2025-04-29 11:39:07"
"3","Assignment 3","Aperiam asperiores laboriosam quas occaecati eos.","2022-04-11","1","5","2022-04-01 00:00:00","2025-04-29 11:39:29"
"4","Assignment 1","Magnam excepturi iusto sed inventore sunt natus voluptas.","2023-02-11","1","5","2023-02-01 00:00:00","2025-04-29 11:39:52"
"5","Assignment 2","Exercitationem ullam a a provident omnis laborum veniam.","2023-03-11","1","5","2023-03-01 00:00:00","2025-04-29 11:40:14"
"6","Assignment 3","Magni doloremque sed maiores consequuntur sint et ducimus.","2023-04-11","1","5","2023-04-01 00:00:00","2025-04-29 11:40:38"
"7","Assignment 1","Eos perspiciatis ut voluptates.","2024-02-11","1","5","2024-02-01 00:00:00","2025-04-29 11:41:00"
"8","Assignment 2","Voluptas nesciunt et dignissimos id laudantium.","2024-03-11","1","5","2024-03-01 00:00:00","2025-04-29 11:41:08"
"9","Assignment 3","Voluptas molestias commodi qui ea iste.","2024-04-11","1","5","2024-04-01 00:00:00","2025-04-29 11:41:16"
"10","Assignment 1","Sunt fugit esse qui sint.","2025-02-11","1","5","2025-02-01 00:00:00","2025-04-29 11:41:22"
"11","Assignment 2","Distinctio fugit enim voluptas vitae architecto iste vel facere.","2025-03-11","1","5","2025-03-01 00:00:00","2025-04-29 11:41:28"
"12","Assignment 3","Minima dolor quibusdam iure est fuga.","2025-04-11","1","5","2025-04-01 00:00:00","2025-04-29 11:41:36"
"13","Assignment 1","Velit nihil aut libero voluptates ut.","2022-02-11","2","9","2022-02-01 00:00:00","2025-04-29 11:41:43"
"14","Assignment 2","Necessitatibus sed impedit ut.","2022-03-11","2","9","2022-03-01 00:00:00","2025-04-29 11:42:07"
"15","Assignment 3","Harum cupiditate autem aspernatur sit quo.","2022-04-11","2","9","2022-04-01 00:00:00","2025-04-29 11:42:31"
"16","Assignment 1","Dicta corporis et nobis aut labore.","2023-02-11","2","9","2023-02-01 00:00:00","2025-04-29 11:42:53"
"17","Assignment 2","Ipsum quo itaque repellendus eaque praesentium qui nemo.","2023-03-11","2","9","2023-03-01 00:00:00","2025-04-29 11:43:17"
"18","Assignment 3","Dicta assumenda illum voluptatum maxime.","2023-04-11","2","9","2023-04-01 00:00:00","2025-04-29 11:43:40"
"19","Assignment 1","Ullam et sit perferendis accusamus sit molestiae.","2024-02-11","2","9","2024-02-01 00:00:00","2025-04-29 11:44:03"
"20","Assignment 2","Explicabo reiciendis voluptatum et voluptas rerum autem ex.","2024-03-11","2","9","2024-03-01 00:00:00","2025-04-29 11:44:10"
"21","Assignment 3","Quod tempora non aperiam sapiente.","2024-04-11","2","9","2024-04-01 00:00:00","2025-04-29 11:44:18"
"22","Assignment 1","Impedit accusantium eaque ipsa ab.","2025-02-11","2","9","2025-02-01 00:00:00","2025-04-29 11:44:26"
"23","Assignment 2","Quos soluta adipisci sit earum molestiae voluptatem.","2025-03-11","2","9","2025-03-01 00:00:00","2025-04-29 11:44:34"
"24","Assignment 3","Exercitationem ut odit tempore voluptatum molestiae.","2025-04-11","2","9","2025-04-01 00:00:00","2025-04-29 11:44:42"
"25","Assignment 1","Deleniti earum aliquid perspiciatis.","2022-02-11","3","7","2022-02-01 00:00:00","2025-04-29 11:44:49"
"26","Assignment 2","Voluptatum nemo et eaque ut eius.","2022-03-11","3","7","2022-03-01 00:00:00","2025-04-29 11:45:11"
"27","Assignment 3","Ut quidem porro consequatur.","2022-04-11","3","7","2022-04-01 00:00:00","2025-04-29 11:45:33"
"28","Assignment 1","Qui assumenda suscipit et omnis ea.","2023-02-11","3","7","2023-02-01 00:00:00","2025-04-29 11:45:59"
"29","Assignment 2","Id deserunt optio vero unde molestiae atque.","2023-03-11","3","7","2023-03-01 00:00:00","2025-04-29 11:46:25"
"30","Assignment 3","Quibusdam placeat reprehenderit quasi nihil ut.","2023-04-11","3","7","2023-04-01 00:00:00","2025-04-29 11:46:47"
"31","Assignment 1","Nihil ut autem in qui.","2024-02-11","3","7","2024-02-01 00:00:00","2025-04-29 11:47:13"
"32","Assignment 2","Vel fuga rerum quis est labore minima.","2024-03-11","3","7","2024-03-01 00:00:00","2025-04-29 11:47:21"
"33","Assignment 3","Tenetur et asperiores rerum corrupti ut sed ea sit.","2024-04-11","3","7","2024-04-01 00:00:00","2025-04-29 11:47:28"
"34","Assignment 1","Exercitationem sit repudiandae et.","2025-02-11","3","7","2025-02-01 00:00:00","2025-04-29 11:47:35"
"35","Assignment 2","Architecto quam perferendis in dolores minima quia aperiam.","2025-03-11","3","7","2025-03-01 00:00:00","2025-04-29 11:47:42"
"36","Assignment 3","Sunt laborum eos consequatur similique.","2025-04-11","3","7","2025-04-01 00:00:00","2025-04-29 11:47:50"
"37","Assignment 1","Quia nihil mollitia debitis provident.","2022-02-11","4","7","2022-02-01 00:00:00","2025-04-29 11:47:58"
"38","Assignment 2","Iure nihil omnis assumenda culpa aut aut qui aut.","2022-03-11","4","7","2022-03-01 00:00:00","2025-04-29 11:48:23"
"39","Assignment 3","Officiis vel molestias tempora nobis eligendi.","2022-04-11","4","7","2022-04-01 00:00:00","2025-04-29 11:48:46"
"40","Assignment 1","Pariatur nobis sint sequi ducimus dolores adipisci odio.","2023-02-11","4","7","2023-02-01 00:00:00","2025-04-29 11:49:08"
"41","Assignment 2","Explicabo exercitationem facilis consequatur iure.","2023-03-11","4","7","2023-03-01 00:00:00","2025-04-29 11:49:31"
"42","Assignment 3","Eum eligendi nam aperiam sunt temporibus iste.","2023-04-11","4","7","2023-04-01 00:00:00","2025-04-29 11:49:52"
"43","Assignment 1","Adipisci labore quo cumque tempore iste.","2024-02-11","4","7","2024-02-01 00:00:00","2025-04-29 11:50:15"
"44","Assignment 2","Magnam quia et rerum ut ratione similique.","2024-03-11","4","7","2024-03-01 00:00:00","2025-04-29 11:50:24"
"45","Assignment 3","Aut et veniam delectus quibusdam ut.","2024-04-11","4","7","2024-04-01 00:00:00","2025-04-29 11:50:32"
"46","Assignment 1","Sit sequi et fugiat in qui est voluptas.","2025-02-11","4","7","2025-02-01 00:00:00","2025-04-29 11:50:40"
"47","Assignment 2","Dolores corrupti inventore qui est qui.","2025-03-11","4","7","2025-03-01 00:00:00","2025-04-29 11:50:48"
"48","Assignment 3","Libero possimus rerum fugit beatae exercitationem recusandae facere.","2025-04-11","4","7","2025-04-01 00:00:00","2025-04-29 11:50:55"
"49","Assignment 1","Porro voluptas omnis consequatur maxime.","2022-02-11","5","6","2022-02-01 00:00:00","2025-04-29 11:51:04"
"50","Assignment 2","Illum culpa fugiat neque suscipit error et.","2022-03-11","5","6","2022-03-01 00:00:00","2025-04-29 11:51:27"
"51","Assignment 3","Excepturi enim sunt magni quo suscipit.","2022-04-11","5","6","2022-04-01 00:00:00","2025-04-29 11:51:51"
"52","Assignment 1","Corrupti nesciunt harum vel aut dicta.","2023-02-11","5","6","2023-02-01 00:00:00","2025-04-29 11:52:16"
"53","Assignment 2","Non expedita facere quia aut aut.","2023-03-11","5","6","2023-03-01 00:00:00","2025-04-29 11:52:39"
"54","Assignment 3","Qui quia tempora praesentium expedita.","2023-04-11","5","6","2023-04-01 00:00:00","2025-04-29 11:53:00"
"55","Assignment 1","Sapiente voluptate natus dolorum et necessitatibus magnam blanditiis.","2024-02-11","5","6","2024-02-01 00:00:00","2025-04-29 11:53:23"
"56","Assignment 2","Reiciendis et commodi est et recusandae vel sit.","2024-03-11","5","6","2024-03-01 00:00:00","2025-04-29 11:53:29"
"57","Assignment 3","Qui officiis facere eos omnis voluptas quos.","2024-04-11","5","6","2024-04-01 00:00:00","2025-04-29 11:53:38"
"58","Assignment 1","Consequatur magnam eius doloribus atque dolores.","2025-02-11","5","6","2025-02-01 00:00:00","2025-04-29 11:53:46"
"59","Assignment 2","Ex non illum et eum.","2025-03-11","5","6","2025-03-01 00:00:00","2025-04-29 11:53:53"
"60","Assignment 3","Ut voluptatem consectetur pariatur non a consequuntur laborum laborum.","2025-04-11","5","6","2025-04-01 00:00:00","2025-04-29 11:54:02"
"61","Assignment 1","Est itaque libero qui quia nihil.","2022-02-11","6","9","2022-02-01 00:00:00","2025-04-29 11:54:10"
"62","Assignment 2","Quia voluptatum eligendi aliquam natus ea.","2022-03-11","6","9","2022-03-01 00:00:00","2025-04-29 11:54:34"
"63","Assignment 3","Vel ut officia sit sapiente quibusdam fuga.","2022-04-11","6","9","2022-04-01 00:00:00","2025-04-29 11:54:58"
"64","Assignment 1","Praesentium autem velit est error reprehenderit nisi.","2023-02-11","6","9","2023-02-01 00:00:00","2025-04-29 11:55:21"
"65","Assignment 2","Sapiente nostrum sequi nemo facilis quia voluptas earum.","2023-03-11","6","9","2023-03-01 00:00:00","2025-04-29 11:55:43"
"66","Assignment 3","Sunt iure est voluptatem et debitis.","2023-04-11","6","9","2023-04-01 00:00:00","2025-04-29 11:56:06"
"67","Assignment 1","Aut error debitis rerum modi.","2024-02-11","6","9","2024-02-01 00:00:00","2025-04-29 11:56:29"
"68","Assignment 2","Qui suscipit fuga amet provident ratione est.","2024-03-11","6","9","2024-03-01 00:00:00","2025-04-29 11:56:37"
"69","Assignment 3","Officiis tenetur et sapiente et at ut fugit.","2024-04-11","6","9","2024-04-01 00:00:00","2025-04-29 11:56:45"
"70","Assignment 1","Quis voluptas quisquam natus voluptas possimus beatae.","2025-02-11","6","9","2025-02-01 00:00:00","2025-04-29 11:56:54"
"71","Assignment 2","Itaque et voluptas vitae dolorem odit quia culpa.","2025-03-11","6","9","2025-03-01 00:00:00","2025-04-29 11:57:01"
"72","Assignment 3","Tempore eaque dolor quo soluta.","2025-04-11","6","9","2025-04-01 00:00:00","2025-04-29 11:57:10"
"73","Assignment 1","Assignment 1 for College Writing II","2025-09-11","7","6","2025-09-01 00:00:00","2025-04-30 05:38:21"
"74","Assignment 2","Assignment 2 for College Writing II","2025-10-11","7","6","2025-10-01 00:00:00","2025-04-30 05:38:21"
"75","Assignment 3","Cum ea voluptas fuga deleniti.","2022-11-11","7","6","2022-11-01 00:00:00","2025-04-29 11:58:01"
"76","Assignment 1","Esse cum minima aliquam quo ullam ratione amet.","2023-09-11","7","6","2023-09-01 00:00:00","2025-04-29 11:58:22"
"77","Assignment 2","Quia sit voluptatem tenetur qui porro modi.","2023-10-11","7","6","2023-10-01 00:00:00","2025-04-29 11:58:46"
"78","Assignment 3","Nemo ut quae est modi.","2023-11-11","7","6","2023-11-01 00:00:00","2025-04-29 11:59:08"
"79","Assignment 1","Est delectus ipsa sit alias quia.","2024-09-11","7","6","2024-09-01 00:00:00","2025-04-29 11:59:31"
"80","Assignment 2","Voluptate nihil libero tenetur sapiente est.","2024-10-11","7","6","2024-10-01 00:00:00","2025-04-29 11:59:40"
"81","Assignment 3","Ut expedita deserunt perferendis et magnam debitis quos.","2024-11-11","7","6","2024-11-01 00:00:00","2025-04-29 11:59:47"
"82","Assignment 1","Quo et sunt provident ullam a natus.","2025-09-11","7","6","2025-09-01 00:00:00","2025-04-29 11:59:56"
"83","Assignment 2","Autem tempore ullam alias velit quaerat est.","2025-10-11","7","6","2025-10-01 00:00:00","2025-04-29 11:59:56"
"84","Assignment 3","Incidunt suscipit tempore tenetur sit aliquam voluptatem pariatur.","2025-11-11","7","6","2025-11-01 00:00:00","2025-04-29 11:59:56"
"85","Assignment 1","Assignment 1 for Calculus I","2025-09-11","8","7","2025-09-01 00:00:00","2025-04-30 05:38:23"
"86","Assignment 2","Assignment 2 for Calculus I","2025-10-11","8","7","2025-10-01 00:00:00","2025-04-30 05:38:23"
"87","Assignment 3","Necessitatibus est et aliquam distinctio illum.","2022-11-11","8","7","2022-11-01 00:00:00","2025-04-29 12:00:45"
"88","Assignment 1","Nobis eaque modi et sit explicabo officia.","2023-09-11","8","7","2023-09-01 00:00:00","2025-04-29 12:01:07"
"89","Assignment 2","Corrupti facere eos et soluta dicta non facere.","2023-10-11","8","7","2023-10-01 00:00:00","2025-04-29 12:01:27"
"90","Assignment 3","Qui sit quia dolore placeat.","2023-11-11","8","7","2023-11-01 00:00:00","2025-04-29 12:01:48"
"91","Assignment 1","Nobis rerum quo omnis qui et excepturi distinctio enim.","2024-09-11","8","7","2024-09-01 00:00:00","2025-04-29 12:02:10"
"92","Assignment 2","Repudiandae laborum deleniti alias.","2024-10-11","8","7","2024-10-01 00:00:00","2025-04-29 12:02:17"
"93","Assignment 3","Error molestias placeat maxime fugiat cupiditate.","2024-11-11","8","7","2024-11-01 00:00:00","2025-04-29 12:02:24"
"94","Assignment 1","Dolor omnis rerum rerum sequi dolorem quibusdam.","2025-09-11","8","7","2025-09-01 00:00:00","2025-04-29 12:02:31"
"95","Assignment 2","Aspernatur eos eveniet voluptas quam qui similique.","2025-10-11","8","7","2025-10-01 00:00:00","2025-04-29 12:02:31"
"96","Assignment 3","Sed error facilis aut est perferendis neque iure consequatur.","2025-11-11","8","7","2025-11-01 00:00:00","2025-04-29 12:02:31"
"97","Assignment 1","Assignment 1 for General Physics II","2025-09-11","9","8","2025-09-01 00:00:00","2025-04-30 05:38:25"
"98","Assignment 2","Assignment 2 for General Physics II","2025-10-11","9","8","2025-10-01 00:00:00","2025-04-30 05:38:25"
"99","Assignment 3","Corporis aut aliquid laboriosam dolorum tempore.","2022-11-11","9","8","2022-11-01 00:00:00","2025-04-29 12:03:16"
"100","Assignment 1","Recusandae laboriosam aspernatur velit rerum quia.","2023-09-11","9","8","2023-09-01 00:00:00","2025-04-29 12:03:42"
"101","Assignment 2","Deleniti eaque consectetur sed quas sed.","2023-10-11","9","8","2023-10-01 00:00:00","2025-04-29 12:04:05"
"102","Assignment 3","Velit harum sit repellat quae.","2023-11-11","9","8","2023-11-01 00:00:00","2025-04-29 12:04:29"
"103","Assignment 1","Doloremque aut expedita quis.","2024-09-11","9","8","2024-09-01 00:00:00","2025-04-29 12:04:54"
"104","Assignment 2","Voluptas pariatur voluptatem et sint.","2024-10-11","9","8","2024-10-01 00:00:00","2025-04-29 12:05:03"
"105","Assignment 3","Iure maxime porro odit aut aut neque.","2024-11-11","9","8","2024-11-01 00:00:00","2025-04-29 12:05:11"
"106","Assignment 1","Rerum sed illum aut aliquam corporis vel quia.","2025-09-11","9","8","2025-09-01 00:00:00","2025-04-29 12:05:20"
"107","Assignment 2","Eveniet nihil voluptatem aperiam saepe harum repellendus incidunt.","2025-10-11","9","8","2025-10-01 00:00:00","2025-04-29 12:05:20"
"108","Assignment 3","Sunt dicta facilis unde qui.","2025-11-11","9","8","2025-11-01 00:00:00","2025-04-29 12:05:20"
"109","Assignment 1","Assignment 1 for Programming Basics","2025-09-11","10","10","2025-09-01 00:00:00","2025-04-30 05:38:26"
"110","Assignment 2","Assignment 2 for Programming Basics","2025-10-11","10","10","2025-10-01 00:00:00","2025-04-30 05:38:26"
"111","Assignment 3","Ut id numquam consectetur quas et ut eligendi aut.","2022-11-11","10","10","2022-11-01 00:00:00","2025-04-29 12:06:04"
"112","Assignment 1","Est numquam vitae magnam fugiat maxime sapiente.","2023-09-11","10","10","2023-09-01 00:00:00","2025-04-29 12:06:27"
"113","Assignment 2","Exercitationem recusandae illo qui non sequi.","2023-10-11","10","10","2023-10-01 00:00:00","2025-04-29 12:06:51"
"114","Assignment 3","Consectetur eveniet quisquam est.","2023-11-11","10","10","2023-11-01 00:00:00","2025-04-29 12:07:15"
"115","Assignment 1","Illo iusto et doloribus nihil omnis a omnis.","2024-09-11","10","10","2024-09-01 00:00:00","2025-04-29 12:07:37"
"116","Assignment 2","Quas sed cumque modi ducimus.","2024-10-11","10","10","2024-10-01 00:00:00","2025-04-29 12:07:45"
"117","Assignment 3","Officia rem qui tempore est est.","2024-11-11","10","10","2024-11-01 00:00:00","2025-04-29 12:07:53"
"118","Assignment 1","Placeat id voluptates ea.","2025-09-11","10","10","2025-09-01 00:00:00","2025-04-29 12:08:01"
"119","Assignment 2","Dolores est voluptatem ut minima quo laborum sed vero.","2025-10-11","10","10","2025-10-01 00:00:00","2025-04-29 12:08:01"
"120","Assignment 3","Consequuntur rerum temporibus quo.","2025-11-11","10","10","2025-11-01 00:00:00","2025-04-29 12:08:01"
"121","Assignment 1","Assignment 1 for Introduction to Psychology","2025-09-11","11","5","2025-09-01 00:00:00","2025-04-30 05:38:28"
"122","Assignment 2","Assignment 2 for Introduction to Psychology","2025-10-11","11","5","2025-10-01 00:00:00","2025-04-30 05:38:28"
"123","Assignment 3","Odit quis facere occaecati maxime iure nostrum non beatae.","2022-11-11","11","5","2022-11-01 00:00:00","2025-04-29 12:08:48"
"124","Assignment 1","A repellendus non sed autem.","2023-09-11","11","5","2023-09-01 00:00:00","2025-04-29 12:09:11"
"125","Assignment 2","Esse et sed qui qui rerum aut qui.","2023-10-11","11","5","2023-10-01 00:00:00","2025-04-29 12:09:33"
"126","Assignment 3","Consequatur voluptatibus recusandae non est.","2023-11-11","11","5","2023-11-01 00:00:00","2025-04-29 12:09:57"
"127","Assignment 1","Et asperiores officiis vitae.","2024-09-11","11","5","2024-09-01 00:00:00","2025-04-29 12:10:21"
"128","Assignment 2","Dolor optio velit ducimus mollitia.","2024-10-11","11","5","2024-10-01 00:00:00","2025-04-29 12:10:30"
"129","Assignment 3","Ullam quam vero fuga in.","2024-11-11","11","5","2024-11-01 00:00:00","2025-04-29 12:10:37"
"130","Assignment 1","Eum sint tempore voluptatem possimus quam.","2025-09-11","11","5","2025-09-01 00:00:00","2025-04-29 12:10:45"
"131","Assignment 2","Ad commodi non qui eos quis magni dolores.","2025-10-11","11","5","2025-10-01 00:00:00","2025-04-29 12:10:45"
"132","Assignment 3","Repellendus dolor veniam consequatur explicabo.","2025-11-11","11","5","2025-11-01 00:00:00","2025-04-29 12:10:45"
"133","Assignment 1","Assignment 1 for Environmental Science","2025-09-11","12","8","2025-09-01 00:00:00","2025-04-30 05:38:29"
"134","Assignment 2","Assignment 2 for Environmental Science","2025-10-11","12","8","2025-10-01 00:00:00","2025-04-30 05:38:30"
"135","Assignment 3","Dicta neque praesentium tempora assumenda quia sunt unde.","2022-11-11","12","8","2022-11-01 00:00:00","2025-04-29 12:11:29"
"136","Assignment 1","Quo minus voluptatem error omnis repudiandae.","2023-09-11","12","8","2023-09-01 00:00:00","2025-04-29 12:11:52"
"137","Assignment 2","Dolor dolores magni eaque rerum.","2023-10-11","12","8","2023-10-01 00:00:00","2025-04-29 12:12:12"
"138","Assignment 3","Aperiam id qui illo sed sit.","2023-11-11","12","8","2023-11-01 00:00:00","2025-04-29 12:12:35"
"139","Assignment 1","Doloremque iure eos nemo recusandae dolorem.","2024-09-11","12","8","2024-09-01 00:00:00","2025-04-29 12:12:58"
"140","Assignment 2","Numquam minima voluptas magni cupiditate.","2024-10-11","12","8","2024-10-01 00:00:00","2025-04-29 12:13:06"
"141","Assignment 3","Suscipit reiciendis inventore ex magni rerum tenetur.","2024-11-11","12","8","2024-11-01 00:00:00","2025-04-29 12:13:13"
"142","Assignment 1","Molestias blanditiis omnis aliquam sit sunt totam.","2025-09-11","12","8","2025-09-01 00:00:00","2025-04-29 12:13:21"
"143","Assignment 2","Incidunt id doloribus sunt vero.","2025-10-11","12","8","2025-10-01 00:00:00","2025-04-29 12:13:21"
"144","Assignment 3","Et ut et commodi facere architecto.","2025-11-11","12","8","2025-11-01 00:00:00","2025-04-29 12:13:21"
"145","Assignment 1","Id porro laborum ipsum velit suscipit perspiciatis eligendi consequatur.","2023-02-11","13","5","2023-02-01 00:00:00","2025-04-29 12:13:21"
"146","Assignment 2","Aut laboriosam aliquid eum dolore sunt expedita.","2023-03-11","13","5","2023-03-01 00:00:00","2025-04-29 12:13:44"
"147","Assignment 3","Eos ut nesciunt et saepe.","2023-04-11","13","5","2023-04-01 00:00:00","2025-04-29 12:14:07"
"148","Assignment 1","Rem porro quo praesentium earum autem.","2024-02-11","13","5","2024-02-01 00:00:00","2025-04-29 12:14:29"
"149","Assignment 2","Delectus architecto ducimus nostrum non ullam accusantium.","2024-03-11","13","5","2024-03-01 00:00:00","2025-04-29 12:14:51"
"150","Assignment 3","Natus dicta rerum alias ipsam dolorum.","2024-04-11","13","5","2024-04-01 00:00:00","2025-04-29 12:15:13"
"151","Assignment 1","Odio minus voluptate nulla.","2025-02-11","13","5","2025-02-01 00:00:00","2025-04-29 12:15:37"
"152","Assignment 2","Quia velit doloribus omnis ut laboriosam molestiae.","2025-03-11","13","5","2025-03-01 00:00:00","2025-04-29 12:15:45"
"153","Assignment 3","Similique accusantium eum labore consequatur praesentium quibusdam quia.","2025-04-11","13","5","2025-04-01 00:00:00","2025-04-29 12:15:55"
"154","Assignment 1","Est deleniti a est inventore et quo at et.","2023-02-11","14","9","2023-02-01 00:00:00","2025-04-29 12:16:03"
"155","Assignment 2","Dolorem incidunt at incidunt tempore consectetur molestiae laboriosam recusandae.","2023-03-11","14","9","2023-03-01 00:00:00","2025-04-29 12:16:25"
"156","Assignment 3","Consectetur tempore aut error molestiae quia.","2023-04-11","14","9","2023-04-01 00:00:00","2025-04-29 12:16:51"
"157","Assignment 1","Et quibusdam earum asperiores sint.","2024-02-11","14","9","2024-02-01 00:00:00","2025-04-29 12:17:16"
"158","Assignment 2","Dolorem ut aut molestias et nobis.","2024-03-11","14","9","2024-03-01 00:00:00","2025-04-29 12:17:38"
"159","Assignment 3","Quaerat suscipit voluptates quidem.","2024-04-11","14","9","2024-04-01 00:00:00","2025-04-29 12:18:00"
"160","Assignment 1","Odit rem enim ut accusantium repellat aliquid.","2025-02-11","14","9","2025-02-01 00:00:00","2025-04-29 12:18:25"
"161","Assignment 2","Ullam dolor laboriosam asperiores sint facilis et laboriosam.","2025-03-11","14","9","2025-03-01 00:00:00","2025-04-29 12:18:33"
"162","Assignment 3","Voluptatibus consequatur modi est aliquam.","2025-04-11","14","9","2025-04-01 00:00:00","2025-04-29 12:18:41"
"163","Assignment 1","Omnis eaque nesciunt non odit atque adipisci.","2023-02-11","15","6","2023-02-01 00:00:00","2025-04-29 12:18:49"
"164","Assignment 2","Dolores incidunt ab porro ut ad.","2023-03-11","15","6","2023-03-01 00:00:00","2025-04-29 12:19:12"
"165","Assignment 3","Fugiat ipsa aspernatur veniam nobis repellendus molestiae culpa repellendus.","2023-04-11","15","6","2023-04-01 00:00:00","2025-04-29 12:19:35"
"166","Assignment 1","Hic et rerum possimus cum nisi illum porro.","2024-02-11","15","6","2024-02-01 00:00:00","2025-04-29 12:19:57"
"167","Assignment 2","Est unde sapiente temporibus et.","2024-03-11","15","6","2024-03-01 00:00:00","2025-04-29 12:20:18"
"168","Assignment 3","Debitis porro quia assumenda sapiente.","2024-04-11","15","6","2024-04-01 00:00:00","2025-04-29 12:20:41"
"169","Assignment 1","Velit officia beatae dolore qui itaque.","2025-02-11","15","6","2025-02-01 00:00:00","2025-04-29 12:21:05"
"170","Assignment 2","Odit omnis eius consequatur a deserunt quo qui.","2025-03-11","15","6","2025-03-01 00:00:00","2025-04-29 12:21:14"
"171","Assignment 3","Amet sint quia molestiae ea enim odit.","2025-04-11","15","6","2025-04-01 00:00:00","2025-04-29 12:21:22"
"172","Assignment 1","Illo eum libero sed.","2023-02-11","16","5","2023-02-01 00:00:00","2025-04-29 12:21:29"
"173","Assignment 2","Perferendis sequi minima et adipisci.","2023-03-11","16","5","2023-03-01 00:00:00","2025-04-29 12:21:51"
"174","Assignment 3","Vel distinctio perferendis ut sapiente quia.","2023-04-11","16","5","2023-04-01 00:00:00","2025-04-29 12:22:14"
"175","Assignment 1","Deleniti mollitia inventore est rerum voluptatem ad aut.","2024-02-11","16","5","2024-02-01 00:00:00","2025-04-29 12:22:38"
"176","Assignment 2","Quo maxime voluptatum minima dolor possimus.","2024-03-11","16","5","2024-03-01 00:00:00","2025-04-29 12:23:01"
