"id","title","description","due_date","course_id","professor_id","created_at","updated_at"
"177","Assignment 3","Occaecati dolores odio iste nam.","2024-04-11","16","5","2024-04-01 00:00:00","2025-04-29 12:23:25"
"178","Assignment 1","Assumenda ratione quo deleniti qui.","2025-02-11","16","5","2025-02-01 00:00:00","2025-04-29 12:23:46"
"179","Assignment 2","Velit unde omnis distinctio eveniet provident.","2025-03-11","16","5","2025-03-01 00:00:00","2025-04-29 12:23:54"
"180","Assignment 3","Alias repudiandae est ut nihil quisquam.","2025-04-11","16","5","2025-04-01 00:00:00","2025-04-29 12:24:02"
"181","Assignment 1","Vitae distinctio et dicta officia.","2023-02-11","17","10","2023-02-01 00:00:00","2025-04-29 12:24:10"
"182","Assignment 2","Eum tenetur quae minima hic et.","2023-03-11","17","10","2023-03-01 00:00:00","2025-04-29 12:24:32"
"183","Assignment 3","Aliquid sed voluptatem magni enim.","2023-04-11","17","10","2023-04-01 00:00:00","2025-04-29 12:24:54"
"184","Assignment 1","Fuga ducimus sit aut nihil.","2024-02-11","17","10","2024-02-01 00:00:00","2025-04-29 12:25:17"
"185","Assignment 2","Dolores rerum repellendus nisi doloremque natus delectus veritatis vero.","2024-03-11","17","10","2024-03-01 00:00:00","2025-04-29 12:25:42"
"186","Assignment 3","Sed voluptas amet maxime id doloribus sed.","2024-04-11","17","10","2024-04-01 00:00:00","2025-04-29 12:26:08"
"187","Assignment 1","In pariatur debitis est dolorem qui soluta odit.","2025-02-11","17","10","2025-02-01 00:00:00","2025-04-29 12:26:34"
"188","Assignment 2","Explicabo incidunt possimus hic veniam.","2025-03-11","17","10","2025-03-01 00:00:00","2025-04-29 12:26:42"
"189","Assignment 3","Odio autem aut eveniet nulla delectus omnis fugiat.","2025-04-11","17","10","2025-04-01 00:00:00","2025-04-29 12:26:49"
"190","Assignment 1","Quis possimus nemo repudiandae alias at optio tempore.","2023-02-11","18","5","2023-02-01 00:00:00","2025-04-29 12:26:57"
"191","Assignment 2","Natus in asperiores voluptas similique.","2023-03-11","18","5","2023-03-01 00:00:00","2025-04-29 12:27:21"
"192","Assignment 3","Dignissimos deserunt voluptatem ea culpa earum facilis.","2023-04-11","18","5","2023-04-01 00:00:00","2025-04-29 12:27:42"
"193","Assignment 1","Necessitatibus saepe repudiandae sint quisquam consequatur et eum.","2024-02-11","18","5","2024-02-01 00:00:00","2025-04-29 12:28:07"
"194","Assignment 2","Tenetur cupiditate doloribus repudiandae vero aut et est.","2024-03-11","18","5","2024-03-01 00:00:00","2025-04-29 12:28:30"
"195","Assignment 3","Ipsum quo molestiae ullam porro odio fugit fugit.","2024-04-11","18","5","2024-04-01 00:00:00","2025-04-29 12:28:54"
"196","Assignment 1","Amet ex excepturi eveniet tenetur quis eaque quae quis.","2025-02-11","18","5","2025-02-01 00:00:00","2025-04-29 12:29:18"
"197","Assignment 2","Et commodi voluptatibus reiciendis fugit animi quia.","2025-03-11","18","5","2025-03-01 00:00:00","2025-04-29 12:29:26"
"198","Assignment 3","Illum minus nostrum porro hic sed ab accusantium assumenda.","2025-04-11","18","5","2025-04-01 00:00:00","2025-04-29 12:29:34"
"199","Assignment 1","Assignment 1 for Professional Communication","2025-09-11","19","8","2025-09-01 00:00:00","2025-04-30 06:01:09"
"200","Assignment 2","Assignment 2 for Professional Communication","2025-10-11","19","8","2025-10-01 00:00:00","2025-04-30 06:01:09"
"201","Assignment 3","Non est nobis consequatur non est reprehenderit possimus quis.","2023-11-11","19","8","2023-11-01 00:00:00","2025-04-29 12:30:27"
"202","Assignment 1","Veritatis facere pariatur dicta quis.","2024-09-11","19","8","2024-09-01 00:00:00","2025-04-29 12:30:48"
"203","Assignment 2","Pariatur eum enim in aut in.","2024-10-11","19","8","2024-10-01 00:00:00","2025-04-29 12:31:12"
"204","Assignment 3","Reiciendis dolorem rerum veniam voluptate atque.","2024-11-11","19","8","2024-11-01 00:00:00","2025-04-29 12:31:35"
"205","Assignment 1","Dolorem et vero dicta voluptatem.","2025-09-11","19","8","2025-09-01 00:00:00","2025-04-29 12:31:58"
"206","Assignment 2","Dolorem deserunt fugit dolorem dolor vitae.","2025-10-11","19","8","2025-10-01 00:00:00","2025-04-29 12:31:58"
"207","Assignment 3","Cupiditate aperiam consequuntur voluptas voluptatem.","2025-11-11","19","8","2025-11-01 00:00:00","2025-04-29 12:31:58"
"208","Assignment 1","Assignment 1 for Linear Algebra","2025-09-11","20","10","2025-09-01 00:00:00","2025-04-30 06:01:11"
"209","Assignment 2","Assignment 2 for Linear Algebra","2025-10-11","20","10","2025-10-01 00:00:00","2025-04-30 06:01:11"
"210","Assignment 3","Aliquam minus possimus in vitae recusandae fuga.","2023-11-11","20","10","2023-11-01 00:00:00","2025-04-29 12:32:43"
"211","Assignment 1","Qui id vel esse omnis eum.","2024-09-11","20","10","2024-09-01 00:00:00","2025-04-29 12:33:06"
"212","Assignment 2","Voluptatem culpa saepe iste temporibus nemo.","2024-10-11","20","10","2024-10-01 00:00:00","2025-04-29 12:33:29"
"213","Assignment 3","Similique laborum ex ex quis cupiditate amet quia.","2024-11-11","20","10","2024-11-01 00:00:00","2025-04-29 12:33:52"
"214","Assignment 1","Ut vel repudiandae nulla ullam in.","2025-09-11","20","10","2025-09-01 00:00:00","2025-04-29 12:34:16"
"215","Assignment 2","Quasi earum qui commodi eum consequatur autem aut.","2025-10-11","20","10","2025-10-01 00:00:00","2025-04-29 12:34:16"
"216","Assignment 3","Eum numquam suscipit harum.","2025-11-11","20","10","2025-11-01 00:00:00","2025-04-29 12:34:16"
"217","Assignment 1","Assignment 1 for General Chemistry II","2025-09-11","21","6","2025-09-01 00:00:00","2025-04-30 06:01:14"
"218","Assignment 2","Assignment 2 for General Chemistry II","2025-10-11","21","6","2025-10-01 00:00:00","2025-04-30 06:01:14"
"219","Assignment 3","Sunt explicabo quidem soluta.","2023-11-11","21","6","2023-11-01 00:00:00","2025-04-29 12:35:03"
"220","Assignment 1","Modi tempora ut quidem vero reprehenderit ut iste.","2024-09-11","21","6","2024-09-01 00:00:00","2025-04-29 12:35:27"
"221","Assignment 2","Aliquam ab rem fuga voluptas.","2024-10-11","21","6","2024-10-01 00:00:00","2025-04-29 12:35:50"
"222","Assignment 3","Et dolorum vero voluptatem nisi enim est quae.","2024-11-11","21","6","2024-11-01 00:00:00","2025-04-29 12:36:14"
"223","Assignment 1","Ut at est earum asperiores.","2025-09-11","21","6","2025-09-01 00:00:00","2025-04-29 12:36:39"
"224","Assignment 2","Dolore alias occaecati quasi dolorum.","2025-10-11","21","6","2025-10-01 00:00:00","2025-04-29 12:36:39"
"225","Assignment 3","Autem et consequuntur quod.","2025-11-11","21","6","2025-11-01 00:00:00","2025-04-29 12:36:39"
"226","Assignment 1","Assignment 1 for Algorithms","2025-09-11","22","8","2025-09-01 00:00:00","2025-04-30 06:01:16"
"227","Assignment 2","Assignment 2 for Algorithms","2025-10-11","22","8","2025-10-01 00:00:00","2025-04-30 06:01:16"
"228","Assignment 3","Et est qui consequuntur accusamus dolore laboriosam impedit.","2023-11-11","22","8","2023-11-01 00:00:00","2025-04-29 12:37:24"
"229","Assignment 1","Est dolorem incidunt mollitia numquam.","2024-09-11","22","8","2024-09-01 00:00:00","2025-04-29 12:37:47"
"230","Assignment 2","Perspiciatis omnis nostrum nihil pariatur rerum consequuntur quibusdam.","2024-10-11","22","8","2024-10-01 00:00:00","2025-04-29 12:38:11"
"231","Assignment 3","Aut consequatur animi cumque neque nobis et non.","2024-11-11","22","8","2024-11-01 00:00:00","2025-04-29 12:38:33"
"232","Assignment 1","Ratione amet vero magni odio et et delectus laboriosam.","2025-09-11","22","8","2025-09-01 00:00:00","2025-04-29 12:38:58"
"233","Assignment 2","Veniam veritatis numquam rerum quia aliquid impedit facere.","2025-10-11","22","8","2025-10-01 00:00:00","2025-04-29 12:38:58"
"234","Assignment 3","Commodi quidem eius tenetur tempora quod et eius dolore.","2025-11-11","22","8","2025-11-01 00:00:00","2025-04-29 12:38:58"
"235","Assignment 1","Assignment 1 for Sociology Basics","2025-09-11","23","10","2025-09-01 00:00:00","2025-04-30 06:01:19"
"236","Assignment 2","Assignment 2 for Sociology Basics","2025-10-11","23","10","2025-10-01 00:00:00","2025-04-30 06:01:19"
"237","Assignment 3","Et dignissimos id qui molestias.","2023-11-11","23","10","2023-11-01 00:00:00","2025-04-29 12:39:43"
"238","Assignment 1","Voluptas velit dolores dolore explicabo vel inventore ea.","2024-09-11","23","10","2024-09-01 00:00:00","2025-04-29 12:40:04"
"239","Assignment 2","Accusantium architecto inventore ut harum.","2024-10-11","23","10","2024-10-01 00:00:00","2025-04-29 12:40:27"
"240","Assignment 3","Vitae voluptas beatae quidem reprehenderit non.","2024-11-11","23","10","2024-11-01 00:00:00","2025-04-29 12:40:51"
"241","Assignment 1","Voluptatem dolor ea rerum error quo est magni.","2025-09-11","23","10","2025-09-01 00:00:00","2025-04-29 12:41:16"
"242","Assignment 2","Et ut est quo dolore sunt sunt.","2025-10-11","23","10","2025-10-01 00:00:00","2025-04-29 12:41:16"
"243","Assignment 3","Omnis ipsa error repudiandae a quo quae exercitationem.","2025-11-11","23","10","2025-11-01 00:00:00","2025-04-29 12:41:16"
"244","Assignment 1","Assignment 1 for Statistics II","2025-09-11","24","6","2025-09-01 00:00:00","2025-04-30 06:01:21"
"245","Assignment 2","Assignment 2 for Statistics II","2025-10-11","24","6","2025-10-01 00:00:00","2025-04-30 06:01:21"
"246","Assignment 3","Veritatis quisquam excepturi quam rem.","2023-11-11","24","6","2023-11-01 00:00:00","2025-04-29 12:42:07"
"247","Assignment 1","Neque ratione id aut aut ea.","2024-09-11","24","6","2024-09-01 00:00:00","2025-04-29 12:42:32"
"248","Assignment 2","Quia unde eos sed dolorem.","2024-10-11","24","6","2024-10-01 00:00:00","2025-04-29 12:42:56"
"249","Assignment 3","Doloribus iusto voluptates enim unde vitae reprehenderit.","2024-11-11","24","6","2024-11-01 00:00:00","2025-04-29 12:43:22"
"250","Assignment 1","Sunt possimus tenetur magni sed.","2025-09-11","24","6","2025-09-01 00:00:00","2025-04-29 12:43:46"
"251","Assignment 2","In eos occaecati odio hic provident et.","2025-10-11","24","6","2025-10-01 00:00:00","2025-04-29 12:43:46"
"252","Assignment 3","Libero quasi id commodi sunt alias et minima.","2025-11-11","24","6","2025-11-01 00:00:00","2025-04-29 12:43:47"
"253","Assignment 1","Doloremque molestiae doloremque numquam necessitatibus consequuntur ut voluptatem nihil.","2024-02-11","25","16","2024-02-01 00:00:00","2025-04-29 12:43:47"
"254","Assignment 2","Itaque aut id dolores accusamus.","2024-03-11","25","16","2024-03-01 00:00:00","2025-04-29 12:43:55"
"255","Assignment 3","Nostrum optio similique nostrum sunt.","2024-04-11","25","16","2024-04-01 00:00:00","2025-04-29 12:44:04"
"256","Assignment 1","Excepturi facere iste voluptas aliquam et.","2025-02-11","25","16","2025-02-01 00:00:00","2025-04-29 12:44:12"
"257","Assignment 2","Laboriosam deserunt esse repudiandae quod est modi.","2025-03-11","25","16","2025-03-01 00:00:00","2025-04-29 12:44:20"
"258","Assignment 3","Consequatur laboriosam beatae temporibus et.","2025-04-11","25","16","2025-04-01 00:00:00","2025-04-29 12:44:28"
"259","Assignment 1","Repudiandae expedita necessitatibus consequatur laborum dignissimos.","2024-02-11","26","13","2024-02-01 00:00:00","2025-04-29 12:44:37"
"260","Assignment 2","Et veritatis exercitationem deleniti maxime magni.","2024-03-11","26","13","2024-03-01 00:00:00","2025-04-29 12:44:46"
"261","Assignment 3","Nobis at veniam blanditiis ipsam illo consectetur beatae.","2024-04-11","26","13","2024-04-01 00:00:00","2025-04-29 12:44:54"
"262","Assignment 1","Blanditiis odio enim deleniti ut vel.","2025-02-11","26","13","2025-02-01 00:00:00","2025-04-29 12:45:01"
"263","Assignment 2","Repudiandae et quod neque ea voluptas.","2025-03-11","26","13","2025-03-01 00:00:00","2025-04-29 12:45:09"
"264","Assignment 3","Velit ducimus qui quae et quasi rerum repellendus.","2025-04-11","26","13","2025-04-01 00:00:00","2025-04-29 12:45:16"
"265","Assignment 1","Ad corrupti quam eveniet non adipisci.","2024-02-11","27","15","2024-02-01 00:00:00","2025-04-29 12:45:23"
"266","Assignment 2","Dolorum expedita culpa placeat necessitatibus quibusdam autem.","2024-03-11","27","15","2024-03-01 00:00:00","2025-04-29 12:45:30"
"267","Assignment 3","Vero rerum non eum temporibus eos voluptas.","2024-04-11","27","15","2024-04-01 00:00:00","2025-04-29 12:45:37"
"268","Assignment 1","Omnis sequi odit repellendus delectus hic nesciunt quidem.","2025-02-11","27","15","2025-02-01 00:00:00","2025-04-29 12:45:44"
"269","Assignment 2","Vel hic ut veritatis possimus.","2025-03-11","27","15","2025-03-01 00:00:00","2025-04-29 12:45:52"
"270","Assignment 3","Earum velit non odio illum laboriosam soluta.","2025-04-11","27","15","2025-04-01 00:00:00","2025-04-29 12:46:00"
"271","Assignment 1","Deleniti tempora sed vel assumenda.","2024-02-11","28","11","2024-02-01 00:00:00","2025-04-29 12:46:08"
"272","Assignment 2","Corporis id alias nemo voluptatem.","2024-03-11","28","11","2024-03-01 00:00:00","2025-04-29 12:46:16"
"273","Assignment 3","Corrupti explicabo ea ea quibusdam.","2024-04-11","28","11","2024-04-01 00:00:00","2025-04-29 12:46:24"
"274","Assignment 1","In laboriosam id voluptatem hic.","2025-02-11","28","11","2025-02-01 00:00:00","2025-04-29 12:46:32"
"275","Assignment 2","Nobis aut tempore sed.","2025-03-11","28","11","2025-03-01 00:00:00","2025-04-29 12:46:40"
"276","Assignment 3","Et repudiandae aperiam fuga delectus at eius et.","2025-04-11","28","11","2025-04-01 00:00:00","2025-04-29 12:46:47"
"277","Assignment 1","Assignment 1 for Software Engineering II","2025-09-11","29","14","2025-09-01 00:00:00","2025-04-30 05:38:12"
"278","Assignment 2","Assignment 2 for Software Engineering II","2025-10-11","29","14","2025-10-01 00:00:00","2025-04-30 05:38:12"
"279","Assignment 3","Minus quo recusandae consequatur maiores omnis consequatur.","2024-11-11","29","14","2024-11-01 00:00:00","2025-04-29 12:47:10"
"280","Assignment 1","Recusandae rerum aliquam provident quia vel repellendus.","2025-09-11","29","14","2025-09-01 00:00:00","2025-04-29 12:47:18"
"281","Assignment 2","Est beatae cupiditate qui quisquam vel quaerat unde adipisci.","2025-10-11","29","14","2025-10-01 00:00:00","2025-04-29 12:47:18"
"282","Assignment 3","Repellendus vel qui assumenda odio.","2025-11-11","29","14","2025-11-01 00:00:00","2025-04-29 12:47:18"
"283","Assignment 1","Assignment 1 for Web Development","2025-09-11","30","16","2025-09-01 00:00:00","2025-04-30 05:38:14"
"284","Assignment 2","Assignment 2 for Web Development","2025-10-11","30","16","2025-10-01 00:00:00","2025-04-30 05:38:15"
"285","Assignment 3","Recusandae sapiente occaecati iure doloremque.","2024-11-11","30","16","2024-11-01 00:00:00","2025-04-29 12:47:34"
"286","Assignment 1","Vitae in nemo dicta.","2025-09-11","30","16","2025-09-01 00:00:00","2025-04-29 12:47:42"
"287","Assignment 2","Et ipsa fuga accusamus repudiandae.","2025-10-11","30","16","2025-10-01 00:00:00","2025-04-29 12:47:42"
"288","Assignment 3","Voluptatem rem modi blanditiis quia nihil.","2025-11-11","30","16","2025-11-01 00:00:00","2025-04-29 12:47:42"
"289","Assignment 1","Assignment 1 for Systems Programming","2025-09-11","31","11","2025-09-01 00:00:00","2025-04-30 05:38:16"
"290","Assignment 2","Assignment 2 for Systems Programming","2025-10-11","31","11","2025-10-01 00:00:00","2025-04-30 05:38:16"
"291","Assignment 3","Tenetur minima ducimus sunt velit sed quia vitae molestiae.","2024-11-11","31","11","2024-11-01 00:00:00","2025-04-29 12:47:58"
"292","Assignment 1","Voluptatem minus esse enim est totam.","2025-09-11","31","11","2025-09-01 00:00:00","2025-04-29 12:48:07"
"293","Assignment 2","Dicta et quia iste dolorum veniam dolores aut.","2025-10-11","31","11","2025-10-01 00:00:00","2025-04-29 12:48:07"
"294","Assignment 3","Voluptatum quaerat earum quasi voluptates exercitationem sint quaerat.","2025-11-11","31","11","2025-11-01 00:00:00","2025-04-29 12:48:07"
"295","Assignment 1","Assignment 1 for Computer Architecture","2025-09-11","32","15","2025-09-01 00:00:00","2025-04-30 05:38:17"
"296","Assignment 2","Assignment 2 for Computer Architecture","2025-10-11","32","15","2025-10-01 00:00:00","2025-04-30 05:38:17"
"297","Assignment 3","Repellat optio doloribus voluptatem et.","2024-11-11","32","15","2024-11-01 00:00:00","2025-04-29 12:48:23"
"298","Assignment 1","At architecto deleniti sint ut molestiae.","2025-09-11","32","15","2025-09-01 00:00:00","2025-04-29 12:48:31"
"299","Assignment 2","Quo dignissimos ut sint.","2025-10-11","32","15","2025-10-01 00:00:00","2025-04-29 12:48:32"
"300","Assignment 3","Earum non consequatur est atque ipsa quibusdam expedita dolore.","2025-11-11","32","15","2025-11-01 00:00:00","2025-04-29 12:48:32"
"301","Assignment 1","Deleniti consequatur et quis tempora.","2025-02-11","33","13","2025-02-01 00:00:00","2025-04-29 12:48:32"
"302","Assignment 2","Ex mollitia beatae eius voluptas porro.","2025-03-11","33","13","2025-03-01 00:00:00","2025-04-29 12:48:39"
"303","Assignment 3","Maiores quia vero in earum sit.","2025-04-11","33","13","2025-04-01 00:00:00","2025-04-29 12:48:46"
"304","Assignment 1","Necessitatibus maxime et nam est rem qui sed.","2025-02-11","34","11","2025-02-01 00:00:00","2025-04-29 12:48:54"
"305","Assignment 2","Omnis quia corrupti nulla fugit molestiae aut placeat.","2025-03-11","34","11","2025-03-01 00:00:00","2025-04-29 12:49:02"
"306","Assignment 3","Libero velit eveniet id quis corrupti.","2025-04-11","34","11","2025-04-01 00:00:00","2025-04-29 12:49:10"
"307","Assignment 1","Qui eum pariatur aperiam a dolores.","2025-02-11","35","11","2025-02-01 00:00:00","2025-04-29 12:49:19"
"308","Assignment 2","Voluptas et qui quia eaque deleniti.","2025-03-11","35","11","2025-03-01 00:00:00","2025-04-29 12:49:27"
"309","Assignment 3","Repellendus amet voluptas rerum asperiores vel corrupti occaecati.","2025-04-11","35","11","2025-04-01 00:00:00","2025-04-29 12:49:34"
"310","Assignment 1","Et ab possimus excepturi quis eligendi et ut rem.","2025-02-11","36","15","2025-02-01 00:00:00","2025-04-29 12:49:43"
"311","Assignment 2","Ullam qui eaque labore.","2025-03-11","36","15","2025-03-01 00:00:00","2025-04-29 12:49:51"
"312","Assignment 3","Ut rerum architecto excepturi nesciunt earum.","2025-04-11","36","15","2025-04-01 00:00:00","2025-04-29 12:50:00"
"313","Assignment 1","Cupiditate dolorem eaque est harum atque voluptate sit quidem.","2024-02-11","41","16","2024-02-01 00:00:00","2025-04-29 12:50:08"
"314","Assignment 2","Impedit ex sunt commodi soluta pariatur aut.","2024-03-11","41","16","2024-03-01 00:00:00","2025-04-29 12:50:16"
"315","Assignment 3","Nostrum itaque delectus sed sed quia.","2024-04-11","41","16","2024-04-01 00:00:00","2025-04-29 12:50:23"
"316","Assignment 1","Cumque impedit repellendus quia repellendus.","2025-02-11","41","16","2025-02-01 00:00:00","2025-04-29 12:50:31"
"317","Assignment 2","Accusantium et quia consequuntur cupiditate sunt id praesentium molestias.","2025-03-11","41","16","2025-03-01 00:00:00","2025-04-29 12:50:39"
"318","Assignment 3","Est debitis minima quia et.","2025-04-11","41","16","2025-04-01 00:00:00","2025-04-29 12:50:47"
"319","Assignment 1","Quo ut veritatis natus architecto rem et quod.","2024-02-11","42","16","2024-02-01 00:00:00","2025-04-29 12:50:55"
"320","Assignment 2","Commodi autem nam recusandae autem voluptates ut.","2024-03-11","42","16","2024-03-01 00:00:00","2025-04-29 12:51:04"
"321","Assignment 3","Magni animi quas dolores iste quia.","2024-04-11","42","16","2024-04-01 00:00:00","2025-04-29 12:51:12"
"322","Assignment 1","Corporis non dicta repellat nihil.","2025-02-11","42","16","2025-02-01 00:00:00","2025-04-29 12:51:21"
"323","Assignment 2","Quisquam laborum deleniti ullam et.","2025-03-11","42","16","2025-03-01 00:00:00","2025-04-29 12:51:29"
"324","Assignment 3","Eligendi occaecati aut velit officia.","2025-04-11","42","16","2025-04-01 00:00:00","2025-04-29 12:51:37"
"325","Assignment 1","Assignment 1 for AI Fundamentals","2025-09-11","43","15","2025-09-01 00:00:00","2025-04-30 05:38:10"
"326","Assignment 2","Assignment 2 for AI Fundamentals","2025-10-11","43","15","2025-10-01 00:00:00","2025-04-30 05:38:10"
"327","Assignment 3","Reiciendis cum nesciunt asperiores et aut earum nostrum.","2024-11-11","43","15","2024-11-01 00:00:00","2025-04-29 12:52:01"
"328","Assignment 1","Et voluptatum magni a asperiores et mollitia praesentium est.","2025-09-11","43","15","2025-09-01 00:00:00","2025-04-29 12:52:09"
"329","Assignment 2","Earum sit et fugiat repellat neque.","2025-10-11","43","15","2025-10-01 00:00:00","2025-04-29 12:52:09"
"330","Assignment 3","Eaque exercitationem placeat omnis molestiae voluptatem vel ab.","2025-11-11","43","15","2025-11-01 00:00:00","2025-04-29 12:52:09"
"331","Assignment 1","Temporibus est rem nihil placeat consequatur autem molestias.","2024-09-11","44","13","2024-09-01 00:00:00","2025-04-29 12:52:09"
"332","Assignment 2","Ratione dolor delectus similique reiciendis nesciunt velit.","2024-10-11","44","13","2024-10-01 00:00:00","2025-04-29 12:52:17"
"333","Assignment 3","Vel eum molestias delectus.","2024-11-11","44","13","2024-11-01 00:00:00","2025-04-29 12:52:24"
"334","Assignment 1","Quibusdam assumenda quidem id dignissimos sequi nostrum quia.","2025-09-11","44","13","2025-09-01 00:00:00","2025-04-29 12:52:32"
"335","Assignment 2","Velit dolorum quia placeat.","2025-10-11","44","13","2025-10-01 00:00:00","2025-04-29 12:52:32"
"336","Assignment 3","Magni autem dolor animi qui qui fugiat minus.","2025-11-11","44","13","2025-11-01 00:00:00","2025-04-29 12:52:32"
"337","Assignment 1","Blanditiis aut est quaerat magni ad magni nobis.","2024-02-11","49","17","2024-02-01 00:00:00","2025-04-29 12:52:32"
"338","Assignment 2","Rem nulla aliquid eum.","2024-03-11","49","17","2024-03-01 00:00:00","2025-04-29 12:52:41"
"339","Assignment 3","Atque sequi soluta laborum quisquam.","2024-04-11","49","17","2024-04-01 00:00:00","2025-04-29 12:52:49"
"340","Assignment 1","Enim aut iusto ducimus et cumque iusto.","2025-02-11","49","17","2025-02-01 00:00:00","2025-04-29 12:52:58"
"341","Assignment 2","Eaque sit maxime culpa voluptatem.","2025-03-11","49","17","2025-03-01 00:00:00","2025-04-29 12:53:07"
"342","Assignment 3","Sint voluptas ea tempore molestias.","2025-04-11","49","17","2025-04-01 00:00:00","2025-04-29 12:53:15"
"343","Assignment 1","Delectus quaerat perferendis quis explicabo quas possimus.","2024-02-11","50","4","2024-02-01 00:00:00","2025-04-29 12:53:23"
"344","Assignment 2","Earum quia nisi voluptas.","2024-03-11","50","4","2024-03-01 00:00:00","2025-04-29 12:53:31"
"345","Assignment 3","Qui consequatur totam id dolore iusto eos.","2024-04-11","50","4","2024-04-01 00:00:00","2025-04-29 12:53:39"
"346","Assignment 1","Quod quasi illum corrupti accusantium.","2025-02-11","50","4","2025-02-01 00:00:00","2025-04-29 12:53:47"
"347","Assignment 2","Distinctio et iusto officia non necessitatibus nemo est.","2025-03-11","50","4","2025-03-01 00:00:00","2025-04-29 12:53:56"
"348","Assignment 3","Sit laboriosam et autem qui nesciunt.","2025-04-11","50","4","2025-04-01 00:00:00","2025-04-29 12:54:04"
"349","Assignment 1","Fuga et omnis beatae libero.","2024-02-11","51","17","2024-02-01 00:00:00","2025-04-29 12:54:12"
"350","Assignment 2","Ex id nesciunt impedit.","2024-03-11","51","17","2024-03-01 00:00:00","2025-04-29 12:54:20"
"351","Assignment 3","Eum sequi doloremque maxime voluptatem.","2024-04-11","51","17","2024-04-01 00:00:00","2025-04-29 12:54:29"
